name : labopt_logs\lab_opt_2025_02_11\optimization__2025-02-11-22-03__simplex__.txt
start_time : 2025_02_11_22:03:33 * 
opt_alg : local_optimizer @ simplex
func : <function _main.<locals>.f_dec.<locals>.wrap at 0x000001E77FA75300>
paras_init : array([ 1.2, -1.1,  1.4])
bounds : ((-2, 2), (-2, 2), (-2, 2))
48, 11:22:03:34, [0.40934978671197264,0.3007500675835747,-0.5339705661901352], 41.60176416103135
49, 11:22:03:34, [0.3989752013864147,0.10195389516430625,-0.3084478521604215], 11.661264908441796
50, 11:22:03:34, [0.1756432416768714,-0.347532890135797,0.6061153197940599], 40.367935287088244
51, 11:22:03:34, [0.4343044665353212,0.012934697046985272,-0.28839004392457546], 12.707389346685844
52, 11:22:03:34, [0.31792004505987304,0.15051325337884075,-0.5388194842993688], 32.95656737516065
53, 11:22:03:34, [0.37998298337287595,-0.12272129037422051,0.0300474532659738], 8.802072521089695
54, 11:22:03:34, [0.24807188589346518,-0.166658240240856,0.18153199020666083], 9.498037687586619
55, 11:22:03:34, [0.18279894071373864,-0.4347521952949518,0.5282430266872284], 36.15236660768639
56, 11:22:03:34, [0.34493113621824567,-0.03222262745050826,-0.099275132448509], 4.787024709515547
57, 11:22:03:34, [0.4040509931058356,-0.004583519129498059,-0.04324377763482534], 4.368578307563393
58, 11:22:03:34, [0.48377331771680887,0.09803368109619881,-0.1239223256110259], 4.712817539254267
59, 11:22:03:34, [0.5045715225711729,0.060306615604704766,-0.25651296141823454], 11.670964875165431
60, 11:22:03:34, [0.3121967950628921,-0.1099170262794658,0.07202075230043699], 6.365064173164739
61, 11:22:03:34, [0.32746963288510633,0.0249058418012391,-0.07704622512123871], 2.6841460696264647
62, 11:22:03:34, [0.30121295764122147,0.09871940788896891,-0.13059306431484496], 3.2764861719050957
63, 11:22:03:34, [0.4054377130765663,0.10198348976028765,-0.2183975091034857], 6.7841261055652735
64, 11:22:03:34, [0.33550702456631065,-0.05694189726952743,-0.0005838130505436828], 4.433398649598042
65, 11:22:03:34, [0.3664206308199226,0.007809577718650665,0.018692588577437177], 3.019652381123449
66, 11:22:03:34, [0.3964538133075991,0.07569649752978858,-0.06714779640187424], 2.4136065371821678
67, 11:22:03:34, [0.4269272076782433,0.14201569492944657,-0.10042978807753952], 2.6809586524782305
68, 11:22:03:34, [0.32284505823591647,0.07685813049595029,-0.040423844328958514], 1.6003021113212936
69, 11:22:03:34, [0.28224209080095686,0.11757895530867446,-0.0390138776760251], 1.7168161990606459
70, 11:22:03:34, [0.33142503879915863,0.11049740216600133,-0.1417711658121515], 3.6092601935930464
71, 11:22:03:34, [0.35767173281473164,0.03348153383048833,-0.02142335001995999], 2.2896020588138435
72, 11:22:03:34, [0.3905107700203918,0.09911826610291237,-0.008950435379289787], 1.5032612407625736
73, 11:22:03:34, [0.42203133858803454,0.136224478253749,0.02509745949168468], 1.2598770138829196
74, 11:22:03:34, [0.3385782731181892,0.08867959752366986,0.042647973163718364], 1.4563451357340433
75, 11:22:03:34, [0.3646313804800284,0.16769327035175777,0.039637742237589674], 1.2303587262626543
76, 11:22:03:34, [0.36811120431267685,0.2347991386123925,0.07016828836636452], 1.9933444515483423
77, 11:22:03:34, [0.4273156032215849,0.18487343359016745,0.11201262759095366], 1.5987362359161064
78, 11:22:03:34, [0.4011979669751678,0.15786960781661316,0.07390350961097562], 1.3086132696893251
79, 11:22:03:34, [0.45332885091063135,0.21917864009107682,0.049777834396448284], 0.9275248453508507
80, 11:22:03:34, [0.5107041398068524,0.2844281613747803,0.05334276501281324], 0.8831307720690937
81, 11:22:03:34, [0.4637132722747758,0.2343609988369115,0.0048151348837494334], 1.162275928019842
82, 11:22:03:34, [0.47066785645306997,0.3214304754552173,0.040099635264416886], 2.138345441914086
83, 11:22:03:34, [0.4341904680542934,0.1825259775541161,0.028848003434867733], 0.9939947282223439
84, 11:22:03:34, [0.574440539610586,0.2998501548254475,0.01836619331669726], 1.2739563468981776
85, 11:22:03:34, [0.4170836702626678,0.20073249147018019,0.03431985500736657], 1.0538716004514759
86, 11:22:03:35, [0.44427224647443314,0.21076342142913948,0.07285861408628226], 1.0305136608024983
87, 11:22:03:35, [0.5090275659610515,0.2510792154351771,0.06904640001527557], 0.8119908738604298
88, 11:22:03:35, [0.5549995138102433,0.2762525774176755,0.08640967251923008], 0.8329702778593233
89, 11:22:03:35, [0.525009202740365,0.26792548148024287,0.027966164889022094], 0.9594933310353436
90, 11:22:03:35, [0.5956368042845526,0.35309592797268413,0.07138888317653953], 0.866238670305693
91, 11:22:03:35, [0.5519031372946059,0.32447672170818487,0.10121920058073011], 0.6982957300521966
92, 11:22:03:35, [0.5653501045717264,0.35275234182215587,0.1378457184265841], 0.7356072049695012
93, 11:22:03:35, [0.5936741985532876,0.3346730820359171,0.10776022416888359], 0.6411618049589729
94, 11:22:03:35, [0.6351592279265053,0.3597955423664855,0.13496895374691875], 0.736385842016125
95, 11:22:03:35, [0.5074331302547441,0.25372341814683524,0.11396166666671996], 1.046846422178176
96, 11:22:03:35, [0.5735858857771005,0.3282528005162219,0.08203207904908463], 0.6992698792430572
97, 11:22:03:35, [0.6370812484556112,0.40718918740503884,0.12496126918385667], 0.6501130199158547
98, 11:22:03:35, [0.6148531704252361,0.3826398602498721,0.1405950502398956], 0.5349685880737598
99, 11:22:03:35, [0.6354868127493039,0.40983339011669717,0.1698765358353011], 0.4851203883696305
100, 11:22:03:35, [0.6922583692108626,0.4433203846635838,0.16717948554463077], 0.6196498554410347
101, 11:22:03:35, [0.6438650052200248,0.38469538380575985,0.1715828945153536], 0.6502941744015098
102, 11:22:03:35, [0.6387771876467145,0.4015657365052191,0.1366166755167309], 0.5534972052676776
103, 11:22:03:35, [0.7173407145179664,0.5018065921544164,0.20802157376222496], 0.536144430168681
104, 11:22:03:35, [0.6354781073984606,0.4321500945206379,0.17583037119820719], 0.5474506865186745
105, 11:22:03:35, [0.6867599021304394,0.49429431468928187,0.2325356450137579], 0.4190864856550203
106, 11:22:03:35, [0.7107512593723018,0.5406586037813133,0.2804951297622714], 0.4345854368643399
107, 11:22:03:35, [0.7242468455333457,0.5051394367862924,0.2311254652093154], 0.4163337348501831
108, 11:22:03:35, [0.7686312146007883,0.5416341079191196,0.25877301221486954], 0.6249776607915524
109, 11:22:03:35, [0.6469883257574263,0.4377048355737646,0.21433685694335797], 0.5290782233823583
110, 11:22:03:35, [0.6645764229475614,0.4537302747189276,0.2127580361480747], 0.43022724733686935
111, 11:22:03:35, [0.7482353009915936,0.5589426273463041,0.2810695617454642], 0.35626582154618924
112, 11:22:03:35, [0.8046095451127386,0.6334972459611075,0.33666607470054577], 0.6098176606230539
113, 11:22:03:35, [0.7749182761560244,0.5851873111623247,0.28372907849761697], 0.5909205153076383
114, 11:22:03:35, [0.6921618862496771,0.48659453382977685,0.23050079673546026], 0.36791977620204064
115, 11:22:03:35, [0.7563361197193053,0.5394900839523001,0.2625949041130687], 0.45838602795117306
116, 11:22:03:35, [0.7041539565276558,0.5055932570050364,0.24005045978858558], 0.3657447740065269
117, 11:22:03:35, [0.705453916979272,0.5289475086677858,0.2699550803036913], 0.41616959696500766
118, 11:22:03:35, [0.7101521491177903,0.5229954906974126,0.26024767653009734], 0.3640639647271924
119, 11:22:03:35, [0.7495323848416827,0.5717597162027253,0.29041100197397113], 0.38925740953658783
120, 11:22:03:35, [0.7065045108976785,0.507885829423014,0.24547834804508797], 0.3514990962224074
121, 11:22:03:35, [0.739107350810386,0.5542893746394507,0.2844799310918474], 0.32492556559716124
122, 11:22:03:35, [0.7565840479517512,0.578637433456658,0.30669466674347834], 0.3197747392596345
123, 11:22:03:35, [0.764063757442892,0.5739817694532381,0.2952473744925897], 0.36380095720767835
124, 11:22:03:35, [0.7505858553616165,0.5612351997642817,0.2864974500019666], 0.336335370062862
125, 11:22:03:35, [0.7275476418157705,0.5395630144163317,0.2780440814482244], 0.3138325672934502
126, 11:22:03:35, [0.7172038122278588,0.5298732079513455,0.27653134129960455], 0.32678568863237667
127, 11:22:03:35, [0.7833071858550803,0.6117379356685002,0.33534578408402493], 0.3491850457211176
128, 11:22:03:35, [0.7641065171157297,0.5857749091071286,0.3128789250742907], 0.31912165173828844
129, 11:22:03:35, [0.7482396158938847,0.5747483715557973,0.31191433217536235], 0.30031573248166155
130, 11:22:03:35, [0.7470664961600186,0.5815049574515552,0.32462277326206024], 0.3121468013711849
131, 11:22:03:35, [0.7366784685985053,0.5547534299295138,0.29519689238843994], 0.2978843955602105
132, 11:22:03:35, [0.7267256789218823,0.5428114281659417,0.28944800521092073], 0.3079541468027071
133, 11:22:03:35, [0.710870633756377,0.5269349681606333,0.2772246122670604], 0.3540522837586716
134, 11:22:03:35, [0.7507975462758916,0.5710649238705048,0.3039653468724831], 0.3005772240643302
135, 11:22:03:35, [0.7629294453630839,0.5941481358208789,0.32934029950929916], 0.2915622252046103
136, 11:22:03:35, [0.7806203471367406,0.6214406965231525,0.3549884085398366], 0.3033540892793808
137, 11:22:03:35, [0.7477674736277578,0.5780350343336218,0.3203356691762512], 0.2963299265973436
138, 11:22:03:35, [0.7500106424990134,0.5765426951668791,0.31800090854063123], 0.2822233309552198
139, 11:22:03:35, [0.7508961558015779,0.57743985697242,0.3210441967232657], 0.27444934612553573
140, 11:22:03:35, [0.7710502479297745,0.6116619214884333,0.3519498845507708], 0.2818113046814237
141, 11:22:03:35, [0.7754830924351996,0.6107982418541997,0.34788725134597254], 0.2742071439890991
142, 11:22:03:35, [0.7893409018389206,0.6271798456144886,0.36166304243083314], 0.285505431755153
143, 11:22:03:35, [0.7686902187479507,0.6057852110558231,0.35124725557070685], 0.2558506449683549
144, 11:22:03:35, [0.7715706054403841,0.611603748673295,0.3622007336014107], 0.2436059711625245
145, 11:22:03:35, [0.7609163211883334,0.5882326435115097,0.3354715698963284], 0.2463712309896649
146, 11:22:03:35, [0.7877505235743669,0.629649899053583,0.37599550650587554], 0.23236367651902737
147, 11:22:03:35, [0.8061777074607615,0.6557549200941646,0.4034711613971804], 0.22992843645539565
148, 11:22:03:35, [0.7836266636244531,0.6262626329984464,0.38620839191730705], 0.20495703982450467
149, 11:22:03:35, [0.7876984492190799,0.6339948285705699,0.40536896220297436], 0.19849626338095797
150, 11:22:03:35, [0.816048186891817,0.6793363547138433,0.4452223349047152], 0.18111337580313308
151, 11:22:03:35, [0.8436141197435587,0.7248882103150103,0.5000977174089085], 0.1819154269036902
152, 11:22:03:35, [0.8350456236073882,0.7011203202457568,0.4738409054018359], 0.14942861023069953
153, 11:22:03:35, [0.8667831326908901,0.7458786060319875,0.5296609913020485], 0.15642739293712452
154, 11:22:03:36, [0.8196837990180954,0.6872127489259485,0.47948364027583656], 0.15907055293937017
155, 11:22:03:36, [0.8594866237924539,0.7444514540197957,0.5269956248519506], 0.16238832904322176
156, 11:22:03:36, [0.8600958440534745,0.7425199940804905,0.5416577787817003], 0.0959948857233896
157, 11:22:03:36, [0.8821196726343032,0.7741118137638141,0.5898755007201928], 0.0753263777691
158, 11:22:03:36, [0.8317461063807374,0.697178467937217,0.5018044060799595], 0.14769684892087076
159, 11:22:03:36, [0.8795904693968573,0.7610609857052433,0.5641969011921556], 0.11006352698199319
160, 11:22:03:36, [0.8939252086672105,0.7871138580250929,0.630076966593036], 0.08203003271748817
161, 11:22:03:36, [0.9386774607515098,0.8510126370588831,0.6876285062569633], 0.2504872727679046
162, 11:22:03:36, [0.8584789449734305,0.7356370102176335,0.5482604311242104], 0.09513704447468696
163, 11:22:03:36, [0.8767587481197723,0.770180802299117,0.6146116977661372], 0.11416113560117887
164, 11:22:03:36, [0.8788825390775861,0.7633409398537117,0.576800600335651], 0.08241405043130863
165, 11:22:03:36, [0.911472668612636,0.8140740642107789,0.649574947308376], 0.08759273241707834
166, 11:22:03:36, [0.8982242377028347,0.7944648007124926,0.6242463182623346], 0.07263519237840368
167, 11:22:03:36, [0.9039635402586461,0.8071193751472217,0.6526652567147246], 0.0566371578679946
168, 11:22:03:36, [0.9165040408491762,0.8290085927939765,0.6905975849042614], 0.0493631835949382
169, 11:22:03:36, [0.9039734254569989,0.8112762801550957,0.6397359693314898], 0.08228733683815062
170, 11:22:03:36, [0.8964372628646575,0.7931544635575936,0.6324917172776494], 0.06557519749704668
171, 11:22:03:36, [0.9253240216434755,0.8369734242788942,0.7083482462426374], 0.0753358114187526
172, 11:22:03:36, [0.8929207598865962,0.7898272163925841,0.6194936871008039], 0.06311178972605322
173, 11:22:03:36, [0.9165040408491762,0.8290085927939765,0.6905975849042614], 0.0493631835949382
