start_time : 2024_11_18_14:40:26
name : labopt_logs\lab_opt_2024_11\optimization__2024-11-18-14-40__shgo__.txt
method : shgo
args : (6, 8, -5, 2)
paras_init : array([3, 0, 4, 2])
bounds : ((-10, 10), (-10, 10), (-10, 10), (-10, 10))
max_run : 10
form : rounds, time, parameters, cost 


0, 18:14:40:26, [10.0,10.0,10.0,-10.0], -76.461393
25, 18:14:40:27, [9.112704901781397,10.0,-9.99999999,1.1127099242003167], -425.523885
26, 18:14:40:27, [9.112704901781397,10.0,-10.0,1.1127099342003166], -425.523885
27, 18:14:40:27, [6.428653134857001,10.0,-5.966451823049648,-0.6182586275204661], -480.043864
28, 18:14:40:27, [6.428653144857001,10.0,-5.966451823049648,-0.6182586275204661], -480.043864
29, 18:14:40:27, [6.428653134857001,9.99999999,-5.966451823049648,-0.6182586275204661], -480.043864
30, 18:14:40:27, [6.428653134857001,10.0,-5.966451813049648,-0.6182586275204661], -480.043864
31, 18:14:40:27, [6.428653134857001,10.0,-5.966451823049648,-0.6182586175204661], -480.043864
32, 18:14:40:27, [4.741101241360468,10.0,-5.739145079871963,0.5543005332830507], -477.938899
33, 18:14:40:27, [4.741101251360468,10.0,-5.739145079871963,0.5543005332830507], -477.938899
34, 18:14:40:27, [4.741101241360468,9.99999999,-5.739145079871963,0.5543005332830507], -477.938899
35, 18:14:40:27, [4.741101241360468,10.0,-5.739145069871963,0.5543005332830507], -477.938899
36, 18:14:40:27, [4.741101241360468,10.0,-5.739145079871963,0.5543005432830508], -477.938899
37, 18:14:40:27, [5.721439479784334,10.0,-5.871192866400748,-0.12686642020728828], -483.048330
38, 18:14:40:28, [5.721439489784334,10.0,-5.871192866400748,-0.12686642020728828], -483.048330
39, 18:14:40:28, [5.721439479784334,9.99999999,-5.871192866400748,-0.12686642020728828], -483.048330
40, 18:14:40:28, [5.721439479784334,10.0,-5.871192856400748,-0.12686642020728828], -483.048330
41, 18:14:40:28, [5.721439479784334,10.0,-5.871192866400748,-0.12686641020728828], -483.048330
42, 18:14:40:28, [6.126487645511155,10.0,-6.948287521200532,0.6110532011525669], -481.648340
43, 18:14:40:28, [6.126487655511155,10.0,-6.948287521200532,0.6110532011525669], -481.648340
44, 18:14:40:28, [6.126487645511155,9.99999999,-6.948287521200532,0.6110532011525669], -481.648340
45, 18:14:40:28, [6.126487645511155,10.0,-6.948287511200532,0.6110532011525669], -481.648340
46, 18:14:40:28, [6.126487645511155,10.0,-6.948287521200532,0.6110532111525669], -481.648340
47, 18:14:40:28, [5.881405409664252,10.0,-6.296570543928465,0.1645606454989615], -484.093617
48, 18:14:40:28, [5.881405419664252,10.0,-6.296570543928465,0.1645606454989615], -484.093617
49, 18:14:40:28, [5.881405409664252,9.99999999,-6.296570543928465,0.1645606454989615], -484.093617
50, 18:14:40:28, [5.881405409664252,10.0,-6.296570533928465,0.1645606454989615], -484.093617
51, 18:14:40:28, [5.881405409664252,10.0,-6.296570543928465,0.16456065549896148], -484.093617
52, 18:14:40:28, [5.833231834073382,10.0,-6.332456520662445,0.15845049595803176], -484.105114
53, 18:14:40:28, [5.833231844073382,10.0,-6.332456520662445,0.15845049595803176], -484.105114
54, 18:14:40:28, [5.833231834073382,9.99999999,-6.332456520662445,0.15845049595803176], -484.105114
55, 18:14:40:28, [5.833231834073382,10.0,-6.332456510662445,0.15845049595803176], -484.105114
56, 18:14:40:28, [5.833231834073382,10.0,-6.332456520662445,0.15845050595803176], -484.105114
57, 18:14:40:28, [5.836225675165612,10.0,-6.326791399178831,0.1585253621081852], -484.105263
58, 18:14:40:28, [5.836225685165612,10.0,-6.326791399178831,0.1585253621081852], -484.105263
59, 18:14:40:28, [5.836225675165612,9.99999999,-6.326791399178831,0.1585253621081852], -484.105263
60, 18:14:40:28, [5.836225675165612,10.0,-6.326791389178831,0.1585253621081852], -484.105263
61, 18:14:40:28, [5.836225675165612,10.0,-6.326791399178831,0.1585253721081852], -484.105263
62, 18:14:40:28, [5.83632821134932,10.0,-6.326976236499148,0.15856817123907363], -484.105263
63, 18:14:40:28, [5.83632822134932,10.0,-6.326976236499148,0.15856817123907363], -484.105263
64, 18:14:40:28, [5.83632821134932,9.99999999,-6.326976236499148,0.15856817123907363], -484.105263
65, 18:14:40:28, [5.83632821134932,10.0,-6.3269762264991485,0.15856817123907363], -484.105263
66, 18:14:40:28, [5.83632821134932,10.0,-6.326976236499148,0.15856818123907362], -484.105263
67, 18:14:40:29, [5.83632821134932,10.0,-6.326976236499148,0.15856817123907363], -484.105263
