start_time : 2024_11_18_14:30:09
name : labopt_logs\lab_opt_2024_11\optimization__2024-11-18-14-30__shgo__.txt
method : shgo
args : (6, 8, -5, 2)
paras_init : array([3, 0, 4, 2])
bounds : ((-10, 10), (-10, 10), (-10, 10), (-10, 10))
max_run : 10
form : rounds, time, parameters, cost 


0, 18:14:30:10, [10.0,10.0,10.0,-10.0], -76.461393
26, 18:14:30:11, [9.112709045410156,10.0,-9.999999999999998,1.1127090603113174], -425.523868
27, 18:14:30:11, [6.346862995477295,10.0,-5.287869108249075,-1.6258558551557094], -467.911753
28, 18:14:30:11, [6.346863010378456,10.0,-5.287869108249075,-1.6258558551557094], -467.911753
29, 18:14:30:11, [6.346862995477295,9.999999985098839,-5.287869108249075,-1.6258558551557094], -467.911753
30, 18:14:30:11, [6.346862995477295,10.0,-5.287869093347914,-1.6258558551557094], -467.911753
31, 18:14:30:11, [6.346862995477295,10.0,-5.287869108249075,-1.6258558402545482], -467.911753
32, 18:14:30:11, [0.9076869783652368,10.0,-3.3455010763377757,3.399958568744643], -433.390569
33, 18:14:30:11, [4.488973154876219,10.0,-4.624403571954046,0.0908397490193753], -470.375059
34, 18:14:30:11, [5.318255869061385,10.0,-4.920546264961644,-0.6754198854051703], -475.075051
35, 18:14:30:11, [5.3182558839625464,10.0,-4.920546264961644,-0.6754198854051703], -475.075051
36, 18:14:30:11, [5.318255869061385,9.999999985098839,-4.920546264961644,-0.6754198854051703], -475.075051
37, 18:14:30:11, [5.318255869061385,10.0,-4.920546250060482,-0.6754198854051703], -475.075051
38, 18:14:30:11, [5.318255869061385,10.0,-4.920546264961644,-0.6754198705040091], -475.075051
39, 18:14:30:11, [7.987232983186946,9.999999999999998,-6.412009977800016,2.783613982019074], -462.681809
40, 18:14:30:11, [6.34716192234113,10.0,-5.49551411847554,0.6580575977310978], -480.128317
41, 18:14:30:11, [6.347161937242292,10.0,-5.49551411847554,0.6580575977310978], -480.128317
42, 18:14:30:11, [6.34716192234113,9.999999985098839,-5.49551411847554,0.6580575977310978], -480.128317
43, 18:14:30:11, [6.34716192234113,10.0,-5.495514103574378,0.6580575977310978], -480.128317
44, 18:14:30:11, [6.34716192234113,10.0,-5.49551411847554,0.658057612632259], -480.128317
45, 18:14:30:11, [5.705412065697425,10.0,-9.969367081226126,0.11660848012990976], -449.706319
46, 18:14:30:11, [6.201093494821556,10.0,-6.513805997246583,0.5348185812029244], -483.007531
47, 18:14:30:12, [6.201093509722718,10.0,-6.513805997246583,0.5348185812029244], -483.007531
48, 18:14:30:12, [6.201093494821556,9.999999985098839,-6.513805997246583,0.5348185812029244], -483.007531
49, 18:14:30:12, [6.201093494821556,10.0,-6.5138059823454215,0.5348185812029244], -483.007531
50, 18:14:30:12, [6.201093494821556,10.0,-6.513805997246583,0.5348185961040856], -483.007531
51, 18:14:30:12, [5.785891851924421,10.0,-6.287212124408558,0.17860486930328356], -484.087927
52, 18:14:30:12, [5.785891866825582,10.0,-6.287212124408558,0.17860486930328356], -484.087927
53, 18:14:30:12, [5.785891851924421,9.999999985098839,-6.287212124408558,0.17860486930328356], -484.087927
54, 18:14:30:12, [5.785891851924421,10.0,-6.287212109507397,0.17860486930328356], -484.087927
55, 18:14:30:12, [5.785891851924421,10.0,-6.287212124408558,0.17860488420444476], -484.087927
56, 18:14:30:12, [5.833803650853409,10.0,-6.330366453909047,0.1577407331078975], -484.105193
57, 18:14:30:12, [5.83380366575457,10.0,-6.330366453909047,0.1577407331078975], -484.105193
58, 18:14:30:12, [5.833803650853409,9.999999985098839,-6.330366453909047,0.1577407331078975], -484.105193
59, 18:14:30:12, [5.833803650853409,10.0,-6.330366439007886,0.1577407331078975], -484.105193
60, 18:14:30:12, [5.833803650853409,10.0,-6.330366453909047,0.15774074800905868], -484.105193
61, 18:14:30:12, [5.83683651636767,10.0,-6.326444972236663,0.1588594963155594], -484.105261
62, 18:14:30:12, [5.8368365312688315,10.0,-6.326444972236663,0.1588594963155594], -484.105261
63, 18:14:30:12, [5.83683651636767,9.999999985098839,-6.326444972236663,0.1588594963155594], -484.105261
64, 18:14:30:12, [5.83683651636767,10.0,-6.326444957335502,0.1588594963155594], -484.105261
65, 18:14:30:12, [5.83683651636767,10.0,-6.326444972236663,0.1588595112167206], -484.105261
66, 18:14:30:12, [5.83631802707191,10.0,-6.326967022277016,0.15855592768837765], -484.105263
67, 18:14:30:12, [5.836318041973072,10.0,-6.326967022277016,0.15855592768837765], -484.105263
68, 18:14:30:12, [5.83631802707191,9.999999985098839,-6.326967022277016,0.15855592768837765], -484.105263
69, 18:14:30:12, [5.83631802707191,10.0,-6.326967007375854,0.15855592768837765], -484.105263
70, 18:14:30:12, [5.83631802707191,10.0,-6.326967022277016,0.15855594258953884], -484.105263
71, 18:14:30:12, [5.836319453250116,10.0,-6.326971592797573,0.1585680795528139], -484.105263
72, 18:14:30:12, [5.836319468151277,10.0,-6.326971592797573,0.1585680795528139], -484.105263
73, 18:14:30:12, [5.836319453250116,9.999999985098839,-6.326971592797573,0.1585680795528139], -484.105263
74, 18:14:30:12, [5.836319453250116,10.0,-6.326971577896412,0.1585680795528139], -484.105263
75, 18:14:30:12, [5.836319453250116,10.0,-6.326971592797573,0.1585680944539751], -484.105263
76, 18:14:30:13, [5.8363194558112035,10.0,-6.326971564062294,0.15856698493781843], -484.105263
77, 18:14:30:13, [5.836319470712365,10.0,-6.326971564062294,0.15856698493781843], -484.105263
78, 18:14:30:13, [5.8363194558112035,9.999999985098839,-6.326971564062294,0.15856698493781843], -484.105263
79, 18:14:30:13, [5.8363194558112035,10.0,-6.326971549161133,0.15856698493781843], -484.105263
80, 18:14:30:13, [5.8363194558112035,10.0,-6.326971564062294,0.15856699983897962], -484.105263
81, 18:14:30:13, [5.8363194558112035,10.0,-6.326971564062294,0.15856698493781843], -484.105263
