start_time : 2024_11_18_14:56:39
name : labopt_logs\lab_opt_2024_11\optimization__2024-11-18-14-56__dual_annealing__.txt
method : dual_annealing
args : (6, 8, -5, 2)
paras_init : array([3, 0, 4, 2])
bounds : ((-10, 10), (-10, 10), (-10, 10), (-10, 10))
max_run : 10
form : rounds, time, parameters, cost 


0, 18:14:56:39, [3,0,4,2], -402.751738
18, 18:14:56:40, [-4.8352724252704595,-6.797134443003188,0.4365393645391449,-9.95], 113.044253
19, 18:14:56:40, [0.8035451093823105,-1.905434601274244,3.0010582765395752,-1.3639492358177274], -461.961054
20, 18:14:56:40, [0.8535451093823105,-1.905434601274244,3.0010582765395752,-1.3639492358177274], -460.903189
21, 18:14:56:40, [0.8035451093823105,-1.855434601274244,3.0010582765395752,-1.3639492358177274], -462.544481
22, 18:14:56:40, [0.8035451093823105,-1.905434601274244,3.051058276539575,-1.3639492358177274], -461.800845
23, 18:14:56:40, [0.8035451093823105,-1.905434601274244,3.0010582765395752,-1.3139492358177274], -462.588146
24, 18:14:56:40, [-1.4728212663345923,-1.9015567054742797,2.3887568795623975,-1.9232337648874402], -472.479957
25, 18:14:56:40, [-1.4228212663345923,-1.9015567054742797,2.3887568795623975,-1.9232337648874402], -472.910278
26, 18:14:56:40, [-1.4728212663345923,-1.8515567054742796,2.3887568795623975,-1.9232337648874402], -472.981091
27, 18:14:56:40, [-1.4728212663345923,-1.9015567054742797,2.4387568795623973,-1.9232337648874402], -472.118388
28, 18:14:56:40, [-1.4728212663345923,-1.9015567054742797,2.3887568795623975,-1.8732337648874402], -473.372963
29, 18:14:56:40, [-0.9282099220017141,-0.5616283371236794,2.2811424047051503,0.08416054719377425], -492.406468
30, 18:14:56:40, [-0.8782099220017141,-0.5616283371236794,2.2811424047051503,0.08416054719377425], -492.518402
31, 18:14:56:40, [-0.9282099220017141,-0.5116283371236794,2.2811424047051503,0.08416054719377425], -492.142108
32, 18:14:56:40, [-0.9282099220017141,-0.5616283371236794,2.33114240470515,0.08416054719377425], -492.027330
33, 18:14:56:40, [-0.9282099220017141,-0.5616283371236794,2.2811424047051503,0.13416054719377424], -491.945883
34, 18:14:56:40, [-0.9485440186468633,-0.9583906264687964,1.7051464472569706,-0.5487660758546372], -501.355474
35, 18:14:56:40, [-0.8985440186468633,-0.9583906264687964,1.7051464472569706,-0.5487660758546372], -501.464148
36, 18:14:56:40, [-0.9485440186468633,-0.9083906264687963,1.7051464472569706,-0.5487660758546372], -501.369737
37, 18:14:56:40, [-0.9485440186468633,-0.9583906264687964,1.7551464472569707,-0.5487660758546372], -500.820490
38, 18:14:56:40, [-0.9485440186468633,-0.9583906264687964,1.7051464472569706,-0.4987660758546372], -501.362399
39, 18:14:56:40, [-1.1261944064424962,-1.5718446591125168,-0.9505055042558895,-1.7025910294463893], -496.248048
40, 18:14:56:40, [-1.0761944064424962,-1.5718446591125168,-0.9505055042558895,-1.7025910294463893], -496.526420
41, 18:14:56:40, [-1.1261944064424962,-1.5218446591125168,-0.9505055042558895,-1.7025910294463893], -496.701157
42, 18:14:56:41, [-1.1261944064424962,-1.5718446591125168,-0.9005055042558895,-1.7025910294463893], -496.880574
43, 18:14:56:41, [-1.1261944064424962,-1.5718446591125168,-0.9505055042558895,-1.6525910294463892], -497.018787
44, 18:14:56:41, [-1.030347716298237,-1.240871339469731,0.48228309185156637,-1.0800745003249068], -510.379000
45, 18:14:56:41, [-0.980347716298237,-1.240871339469731,0.48228309185156637,-1.0800745003249068], -510.553485
46, 18:14:56:41, [-1.030347716298237,-1.190871339469731,0.48228309185156637,-1.0800745003249068], -510.596699
47, 18:14:56:41, [-1.030347716298237,-1.240871339469731,0.5322830918515664,-1.0800745003249068], -510.026778
48, 18:14:56:41, [-1.030347716298237,-1.240871339469731,0.48228309185156637,-1.0300745003249068], -510.783830
49, 18:14:56:41, [-0.8564733296092184,-1.2063703761787117,-0.48101914510872357,-1.0355109970461513], -512.390972
50, 18:14:56:41, [-0.8064733296092184,-1.2063703761787117,-0.48101914510872357,-1.0355109970461513], -512.473915
51, 18:14:56:41, [-0.8564733296092184,-1.1563703761787116,-0.48101914510872357,-1.0355109970461513], -512.632104
52, 18:14:56:41, [-0.8564733296092184,-1.2063703761787117,-0.4310191451087236,-1.0355109970461513], -512.651114
53, 18:14:56:41, [-0.8564733296092184,-1.2063703761787117,-0.48101914510872357,-0.9855109970461513], -512.769225
54, 18:14:56:41, [-0.66227502979021,-0.9366345098640483,-0.10051465279317652,-0.6384378768778598], -516.405316
55, 18:14:56:41, [-0.61227502979021,-0.9366345098640483,-0.10051465279317652,-0.6384378768778598], -516.346801
56, 18:14:56:41, [-0.66227502979021,-0.8866345098640482,-0.10051465279317652,-0.6384378768778598], -516.468647
57, 18:14:56:41, [-0.66227502979021,-0.9366345098640483,-0.05051465279317652,-0.6384378768778598], -516.372956
58, 18:14:56:41, [-0.66227502979021,-0.9366345098640483,-0.10051465279317652,-0.5884378768778598], -516.490238
59, 18:14:56:41, [-0.741762705663602,-0.8383355521495273,-0.13932447492798386,-0.5285125769523803], -516.651799
60, 18:14:56:41, [-0.691762705663602,-0.8383355521495273,-0.13932447492798386,-0.5285125769523803], -516.656511
61, 18:14:56:41, [-0.741762705663602,-0.7883355521495272,-0.13932447492798386,-0.5285125769523803], -516.648948
62, 18:14:56:41, [-0.741762705663602,-0.8383355521495273,-0.08932447492798386,-0.5285125769523803], -516.643258
63, 18:14:56:41, [-0.741762705663602,-0.8383355521495273,-0.13932447492798386,-0.4785125769523803], -516.653930
64, 18:14:56:41, [-0.7334811542738459,-0.8409516672409812,-0.1523252203725651,-0.5249130109061788], -516.652324
65, 18:14:56:41, [-0.6834811542738458,-0.8409516672409812,-0.1523252203725651,-0.5249130109061788], -516.651436
66, 18:14:56:41, [-0.7334811542738459,-0.7909516672409812,-0.1523252203725651,-0.5249130109061788], -516.652181
67, 18:14:56:41, [-0.7334811542738459,-0.8409516672409812,-0.1023252203725651,-0.5249130109061788], -516.652517
68, 18:14:56:41, [-0.7334811542738459,-0.8409516672409812,-0.1523252203725651,-0.4749130109061788], -516.651872
69, 18:14:56:42, [-0.7347778314495049,-0.841295565964347,-0.15196117403500872,-0.5255366797788044], -516.651648
70, 18:14:56:42, [-0.6847778314495049,-0.841295565964347,-0.15196117403500872,-0.5255366797788044], -516.651660
71, 18:14:56:42, [-0.7347778314495049,-0.7912955659643469,-0.15196117403500872,-0.5255366797788044], -516.651662
72, 18:14:56:42, [-0.7347778314495049,-0.841295565964347,-0.10196117403500872,-0.5255366797788044], -516.651653
73, 18:14:56:42, [-0.7347778314495049,-0.841295565964347,-0.15196117403500872,-0.47553667977880437], -516.651653
74, 18:14:56:42, [-0.7334908599388456,-0.8409542413325636,-0.15232249547552595,-0.524917679085169], -516.652320
75, 18:14:56:42, [-0.6834908599388455,-0.8409542413325636,-0.15232249547552595,-0.524917679085169], -516.651437
76, 18:14:56:42, [-0.7334908599388456,-0.7909542413325635,-0.15232249547552595,-0.524917679085169], -516.652177
77, 18:14:56:42, [-0.7334908599388456,-0.8409542413325636,-0.10232249547552595,-0.524917679085169], -516.652511
78, 18:14:56:42, [-0.7334908599388456,-0.8409542413325636,-0.15232249547552595,-0.47491767908516896], -516.651870
79, 18:14:56:42, [-0.7334812274736849,-0.840951686654704,-0.15232519982147202,-0.524913046113447], -516.652324
80, 18:14:56:42, [-0.6834812274736849,-0.840951686654704,-0.15232519982147202,-0.524913046113447], -516.651436
81, 18:14:56:42, [-0.7334812274736849,-0.790951686654704,-0.15232519982147202,-0.524913046113447], -516.652181
82, 18:14:56:42, [-0.7334812274736849,-0.840951686654704,-0.10232519982147202,-0.524913046113447], -516.652517
83, 18:14:56:42, [-0.7334812274736849,-0.840951686654704,-0.15232519982147202,-0.47491304611344703], -516.651872
84, 18:14:56:42, [-0.7334811548259473,-0.840951667387407,-0.1523252202175608,-0.5249130111717256], -516.652324
85, 18:14:56:42, [-0.6834811548259473,-0.840951667387407,-0.1523252202175608,-0.5249130111717256], -516.651436
86, 18:14:56:42, [-0.7334811548259473,-0.790951667387407,-0.1523252202175608,-0.5249130111717256], -516.652181
87, 18:14:56:42, [-0.7334811548259473,-0.840951667387407,-0.10232522021756081,-0.5249130111717256], -516.652517
88, 18:14:56:42, [-0.7334811548259473,-0.840951667387407,-0.1523252202175608,-0.47491301117172563], -516.651872
89, 18:14:56:42, [-0.7334811542780099,-0.8409516672420856,-0.15232522037139606,-0.5249130109081815], -516.652324
90, 18:14:56:42, [-0.6834811542780098,-0.8409516672420856,-0.15232522037139606,-0.5249130109081815], -516.651436
91, 18:14:56:42, [-0.7334811542780099,-0.7909516672420855,-0.15232522037139606,-0.5249130109081815], -516.652181
92, 18:14:56:42, [-0.7334811542780099,-0.8409516672420856,-0.10232522037139606,-0.5249130109081815], -516.652517
93, 18:14:56:42, [-0.7334811542780099,-0.8409516672420856,-0.15232522037139606,-0.47491301090818155], -516.651872
94, 18:14:56:42, [-0.7334811542738767,-0.8409516672409895,-0.15232522037255644,-0.5249130109061937], -516.652324
95, 18:14:56:42, [-0.6834811542738767,-0.8409516672409895,-0.15232522037255644,-0.5249130109061937], -516.651436
96, 18:14:56:42, [-0.7334811542738767,-0.7909516672409894,-0.15232522037255644,-0.5249130109061937], -516.652181
97, 18:14:56:43, [-0.7334811542738767,-0.8409516672409895,-0.10232522037255644,-0.5249130109061937], -516.652517
98, 18:14:56:43, [-0.7334811542738767,-0.8409516672409895,-0.15232522037255644,-0.4749130109061937], -516.651872
99, 18:14:56:43, [-0.7334811542739071,-0.8409516672409975,-0.1523252203725479,-0.5249130109062083], -516.652324
100, 18:14:56:43, [-0.6834811542739071,-0.8409516672409975,-0.1523252203725479,-0.5249130109062083], -516.651436
101, 18:14:56:43, [-0.7334811542739071,-0.7909516672409974,-0.1523252203725479,-0.5249130109062083], -516.652181
102, 18:14:56:43, [-0.7334811542739071,-0.8409516672409975,-0.10232522037254789,-0.5249130109062083], -516.652517
103, 18:14:56:43, [-0.7334811542739071,-0.8409516672409975,-0.1523252203725479,-0.47491301090620835], -516.651872
104, 18:14:56:43, [-0.7334811542759585,-0.8409516672415416,-0.15232522037197196,-0.5249130109071949], -516.652324
105, 18:14:56:43, [-0.6834811542759585,-0.8409516672415416,-0.15232522037197196,-0.5249130109071949], -516.651436
106, 18:14:56:43, [-0.7334811542759585,-0.7909516672415415,-0.15232522037197196,-0.5249130109071949], -516.652181
107, 18:14:56:43, [-0.7334811542759585,-0.8409516672415416,-0.10232522037197196,-0.5249130109071949], -516.652517
108, 18:14:56:43, [-0.7334811542759585,-0.8409516672415416,-0.15232522037197196,-0.4749130109071949], -516.651872
109, 18:14:56:43, [-0.7334811542739215,-0.8409516672410013,-0.15232522037254387,-0.5249130109062152], -516.652324
110, 18:14:56:43, [-0.6834811542739214,-0.8409516672410013,-0.15232522037254387,-0.5249130109062152], -516.651436
111, 18:14:56:43, [-0.7334811542739215,-0.7909516672410013,-0.15232522037254387,-0.5249130109062152], -516.652181
112, 18:14:56:43, [-0.7334811542739215,-0.8409516672410013,-0.10232522037254387,-0.5249130109062152], -516.652517
113, 18:14:56:43, [-0.7334811542739215,-0.8409516672410013,-0.15232522037254387,-0.47491301090621524], -516.651872
114, 18:14:56:43, [-0.7334811542739071,-0.8409516672409976,-0.1523252203725479,-0.5249130109062083], -516.652324
115, 18:14:56:43, [-0.6834811542739071,-0.8409516672409976,-0.1523252203725479,-0.5249130109062083], -516.651436
116, 18:14:56:43, [-0.7334811542739071,-0.7909516672409975,-0.1523252203725479,-0.5249130109062083], -516.652181
117, 18:14:56:43, [-0.7334811542739071,-0.8409516672409976,-0.10232522037254789,-0.5249130109062083], -516.652517
118, 18:14:56:43, [-0.7334811542739071,-0.8409516672409976,-0.1523252203725479,-0.47491301090620835], -516.651872
119, 18:14:56:43, [-0.7334811542739144,-0.8409516672409995,-0.15232522037254587,-0.5249130109062118], -516.652324
120, 18:14:56:43, [-0.6834811542739143,-0.8409516672409995,-0.15232522037254587,-0.5249130109062118], -516.651436
121, 18:14:56:43, [-0.7334811542739144,-0.7909516672409994,-0.15232522037254587,-0.5249130109062118], -516.652181
122, 18:14:56:43, [-0.7334811542739144,-0.8409516672409995,-0.10232522037254586,-0.5249130109062118], -516.652517
123, 18:14:56:43, [-0.7334811542739144,-0.8409516672409995,-0.15232522037254587,-0.4749130109062118], -516.651872
124, 18:14:56:43, [-0.7334811542739144,-0.8409516672409995,-0.15232522037254587,-0.5249130109062118], -516.652324
