start_time : 2024_11_18_14:58:24
name : labopt_logs\lab_opt_2024_11\optimization__2024-11-18-14-58__direct__.txt
method : direct
args : (6, 8, -5, 2)
paras_init : array([3, 0, 4, 2])
bounds : ((-10, 10), (-10, 10), (-10, 10), (-10, 10))
max_run : 10
form : rounds, time, parameters, cost 


0, 18:14:58:25, [0.0,0.0,0.0,0.0], -507.165158
38, 18:14:58:26, [6.666666666666665,6.666666666666665,-6.666666666666666,-6.666666666666666], -312.884975
39, 18:14:58:26, [-6.666666666666666,0.0,6.666666666666665,0.0], -314.641782
40, 18:14:58:26, [-6.666666666666666,0.0,-6.666666666666666,0.0], -301.805879
41, 18:14:58:26, [-6.666666666666666,0.0,0.0,6.666666666666665], -291.431857
42, 18:14:58:26, [-6.666666666666666,0.0,0.0,-6.666666666666666], -302.615804
43, 18:14:58:26, [0.0,6.666666666666665,-6.666666666666666,6.666666666666665], -389.937824
44, 18:14:58:26, [0.0,6.666666666666665,-6.666666666666666,-6.666666666666666], -303.462513
45, 18:14:58:26, [8.88888888888889,6.666666666666665,-6.666666666666666,0.0], -453.532327
46, 18:14:58:26, [4.444444444444442,6.666666666666665,-6.666666666666666,0.0], -492.194122
47, 18:14:58:26, [6.666666666666665,8.88888888888889,-6.666666666666666,0.0], -476.741885
48, 18:14:58:26, [6.666666666666665,4.444444444444442,-6.666666666666666,0.0], -475.990325
49, 18:14:58:26, [6.666666666666665,6.666666666666665,-4.444444444444445,0.0], -485.015611
50, 18:14:58:26, [6.666666666666665,6.666666666666665,-8.88888888888889,0.0], -443.681260
51, 18:14:58:26, [6.666666666666665,6.666666666666665,-6.666666666666666,2.222222222222223], -484.630079
52, 18:14:58:26, [6.666666666666665,6.666666666666665,-6.666666666666666,-2.2222222222222223], -454.400849
53, 18:14:58:27, [-6.666666666666666,-6.666666666666666,6.666666666666665,0.0], -166.489180
54, 18:14:58:27, [-6.666666666666666,-6.666666666666666,-6.666666666666666,0.0], -109.801424
55, 18:14:58:27, [-6.666666666666666,-6.666666666666666,0.0,6.666666666666665], -112.582958
56, 18:14:58:27, [-6.666666666666666,-6.666666666666666,0.0,-6.666666666666666], -141.307646
57, 18:14:58:27, [0.0,0.0,-6.666666666666666,6.666666666666665], -360.559116
58, 18:14:58:27, [0.0,0.0,-6.666666666666666,-6.666666666666666], -324.809730
59, 18:14:58:27, [8.88888888888889,6.666666666666665,0.0,0.0], -418.791821
60, 18:14:58:27, [4.444444444444442,6.666666666666665,0.0,0.0], -470.358966
61, 18:14:58:27, [6.666666666666665,8.88888888888889,0.0,0.0], -435.680392
62, 18:14:58:27, [6.666666666666665,4.444444444444442,0.0,0.0], -460.476157
63, 18:14:58:27, [6.666666666666665,6.666666666666665,2.222222222222223,0.0], -404.415790
64, 18:14:58:27, [6.666666666666665,6.666666666666665,-2.2222222222222223,0.0], -480.528365
65, 18:14:58:27, [6.666666666666665,6.666666666666665,0.0,2.222222222222223], -450.021260
66, 18:14:58:27, [6.666666666666665,6.666666666666665,0.0,-2.2222222222222223], -432.434005
67, 18:14:58:27, [2.222222222222223,-2.2222222222222223,0.0,0.0], -460.485951
68, 18:14:58:27, [-2.2222222222222223,-2.2222222222222223,0.0,0.0], -491.808612
69, 18:14:58:27, [0.0,-2.2222222222222223,2.222222222222223,0.0], -480.127757
70, 18:14:58:27, [0.0,-2.2222222222222223,-2.2222222222222223,0.0], -470.863103
71, 18:14:58:27, [0.0,-2.2222222222222223,0.0,2.222222222222223], -465.969167
72, 18:14:58:27, [0.0,-2.2222222222222223,0.0,-2.2222222222222223], -482.532804
73, 18:14:58:27, [-6.666666666666666,6.666666666666665,6.666666666666665,0.0], -115.753824
74, 18:14:58:27, [-6.666666666666666,6.666666666666665,-6.666666666666666,0.0], -229.732735
75, 18:14:58:27, [-6.666666666666666,6.666666666666665,0.0,6.666666666666665], -181.314269
76, 18:14:58:27, [-6.666666666666666,6.666666666666665,0.0,-6.666666666666666], -141.772291
77, 18:14:58:27, [0.0,0.0,6.666666666666665,6.666666666666665], -288.061686
78, 18:14:58:27, [0.0,0.0,6.666666666666665,-6.666666666666666], -294.978968
79, 18:14:58:27, [2.222222222222223,6.666666666666665,0.0,0.0], -452.204198
80, 18:14:58:27, [-2.2222222222222223,6.666666666666665,0.0,0.0], -423.266776
81, 18:14:58:28, [0.0,8.88888888888889,0.0,0.0], -411.908410
82, 18:14:58:28, [0.0,4.444444444444442,0.0,0.0], -473.471253
83, 18:14:58:28, [0.0,6.666666666666665,2.222222222222223,0.0], -416.607594
84, 18:14:58:28, [0.0,6.666666666666665,-2.2222222222222223,0.0], -457.559675
85, 18:14:58:28, [0.0,6.666666666666665,0.0,2.222222222222223], -437.600719
86, 18:14:58:28, [0.0,6.666666666666665,0.0,-2.2222222222222223], -434.077662
87, 18:14:58:28, [4.444444444444442,8.88888888888889,-6.666666666666666,0.0], -469.918672
88, 18:14:58:28, [4.444444444444442,4.444444444444442,-6.666666666666666,0.0], -474.633595
89, 18:14:58:28, [4.444444444444442,6.666666666666665,-4.444444444444445,0.0], -479.221021
90, 18:14:58:28, [4.444444444444442,6.666666666666665,-8.88888888888889,0.0], -441.295907
91, 18:14:58:28, [4.444444444444442,6.666666666666665,-6.666666666666666,2.222222222222223], -477.581534
92, 18:14:58:28, [4.444444444444442,6.666666666666665,-6.666666666666666,-2.2222222222222223], -453.269450
93, 18:14:58:28, [6.666666666666665,-6.666666666666666,6.666666666666665,0.0], -101.757380
94, 18:14:58:28, [6.666666666666665,-6.666666666666666,-6.666666666666666,0.0], -173.069624
95, 18:14:58:28, [6.666666666666665,-6.666666666666666,0.0,6.666666666666665], -137.451158
96, 18:14:58:28, [6.666666666666665,-6.666666666666666,0.0,-6.666666666666666], -114.975846
97, 18:14:58:28, [6.666666666666665,0.0,-6.666666666666666,6.666666666666665], -342.406269
98, 18:14:58:28, [6.666666666666665,0.0,-6.666666666666666,-6.666666666666666], -264.464291
99, 18:14:58:28, [2.222222222222223,-6.666666666666666,0.0,0.0], -406.439141
100, 18:14:58:28, [-2.2222222222222223,-6.666666666666666,0.0,0.0], -445.768386
101, 18:14:58:28, [0.0,-4.444444444444445,0.0,0.0], -481.196904
102, 18:14:58:28, [0.0,-8.88888888888889,0.0,0.0], -337.539119
103, 18:14:58:28, [0.0,-6.666666666666666,2.222222222222223,0.0], -433.420316
104, 18:14:58:28, [0.0,-6.666666666666666,-2.2222222222222223,0.0], -417.483508
105, 18:14:58:28, [0.0,-6.666666666666666,0.0,2.222222222222223], -414.591218
106, 18:14:58:28, [0.0,-6.666666666666666,0.0,-2.2222222222222223], -433.823717
107, 18:14:58:28, [8.88888888888889,6.666666666666665,-2.2222222222222223,0.0], -438.332611
108, 18:14:58:28, [4.444444444444442,6.666666666666665,-2.2222222222222223,0.0], -477.579683
109, 18:14:58:28, [6.666666666666665,8.88888888888889,-2.2222222222222223,0.0], -456.713637
110, 18:14:58:29, [6.666666666666665,4.444444444444442,-2.2222222222222223,0.0], -466.204418
111, 18:14:58:29, [6.666666666666665,6.666666666666665,-2.2222222222222223,2.222222222222223], -464.894469
112, 18:14:58:29, [6.666666666666665,6.666666666666665,-2.2222222222222223,-2.2222222222222223], -444.322303
113, 18:14:58:29, [-2.2222222222222223,0.0,2.222222222222223,0.0], -475.489853
114, 18:14:58:29, [-2.2222222222222223,0.0,-2.2222222222222223,0.0], -468.595569
115, 18:14:58:29, [-2.2222222222222223,0.0,0.0,2.222222222222223], -462.990522
116, 18:14:58:29, [-2.2222222222222223,0.0,0.0,-2.2222222222222223], -478.606011
117, 18:14:58:29, [0.0,0.0,0.0,0.0], -507.165158
